Sr.,Category,HS Code,Product,Verity,Summary,Short specs,Long Specs
679,vegetables,70991,Fresh Artichoke,Violetta,The Violetta variety of artichoke is a dark purple color and is grown in the Mediterranean. This vegetable is in season from March to May and is liked by many for its nutty flavor.,"Size: 14-16 cm, Shape: Globe-shaped, Skin Color: Vivid green, Appearance: Spiny, Texture: Tender and meaty, Weight: 120-180 g","Size: 14-16 cm, Shape: Globe-shaped, Skin Color: Vivid green, Appearance: Spiny, Texture: Tender and meaty, Weight: 120-180 g,Scientific Name- Cynara cardunculus, ,Origin- Italy, ,Taste- sweet and nutty, ,Seed- artichoke, ,Ripening Season- early fall, ,Nutritional Value- low in calories and fat, high in fiber, ,Shelf life- 3-5 days"
680,vegetables,70991,Fresh Artichoke,Sakiz,The Sakiz Artichoke is a variety of artichoke that is grown in the Sakiz region of Turkey. This vegetable is in season from April to May and is liked by consumers for its freshness and flavor. Other exciting features of the Sakiz Artichoke include its high vitamin C content and its ability to be used in a variety of dishes.,"Size: 3-5 inches, Shape: Globe, Skin Color: Green, Appearance: Spiny, Texture: Bitter, Weight: 100-150 grams","Size: 3-5 inches, Shape: Globe, Skin Color: Green, Appearance: Spiny, Texture: Bitter, Weight: 100-150 grams,Scientific name: Cynara scolymus, Origin: Mediterranean, Taste: Nutty, slightly sweet, Seed: choke, Ripening Season: Late spring to early summer, Nutritional Value: Good source of fiber and antioxidants, Shelf life: 1-2 weeks"
685,vegetables,70920,Fresh Asparagus,Green Asparagus,"This variety of asparagus is bright green in color and has a crisp texture. It is typically in season from late spring to early summer and is popular among consumers for its mild flavor. Asparagus is a nutrient-rich vegetable that is a good source of fiber and vitamins A, C, and K.","Size: 6-10 inches, Shape: Thin and pointy, Skin Color: Green, Appearance: Crisp, Texture: Tender, Weight: 120 grams","Size: 6-10 inches, Shape: Thin and pointy, Skin Color: Green, Appearance: Crisp, Texture: Tender, Weight: 120 grams,Scientific name: Asparagus officinalis, Origin: Europe, Taste: Sweet, Seed: One year old, Ripening Season: Late spring to early summer, Nutritional Value: A good source of vitamins A, C, and E, Shelf life: About three days."
690,vegetables,70690,Fresh Beetroot,Gold Type,The Gold Type Beetroot is a bit sweeter in taste and has a deep golden color. This variety of beetroot is often used in salads or as a garnish. The Gold Type beetroot is produced in many regions and is available year-round.,"Size: 2-3 inches, Shape: Round, Skin Color: Dark Red, Appearance: Smooth, Texture: Firm, Weight: 50-70 grams.","Size: 2-3 inches, Shape: Round, Skin Color: Dark Red, Appearance: Smooth, Texture: Firm, Weight: 50-70 grams.,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days Beta vulgaris, Origin: Europe and western Asia, Taste: Sweet and earthy, Seed: One to three seeds per cluster, Ripening Season: Late summer to early fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: One to two weeks."
691,vegetables,70690,Fresh Beetroot,Specialty Beets - Chioggia,Chioggia beets are a specialty beet that is red and white striped on the inside. They are sweet and earthy in flavor. These beets are grown in Italy and are in season from late summer to early fall.,"Size: 1-2 inches in diameter, Shape: Round, Skin Color: Dark red, Appearance: Smooth, Texture: Firm, Weight: 50-60 grams","Size: 1-2 inches in diameter, Shape: Round, Skin Color: Dark red, Appearance: Smooth, Texture: Firm, Weight: 50-60 grams,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days Beta vulgaris, Origin: Europe and western Asia, Taste: Sweet and earthy, Seed: One to three seeds per cluster, Ripening Season: Late summer to early fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: One to two weeks."
693,vegetables,70690,Fresh Beetroot,Baby Beets,"The baby beetroot is a a bright red, globe-shaped root vegetable. It is a popular ingredient in salads and other dishes. The baby beetroot is a a good source of vitamins and minerals, and is low in calories.","Size: 3-5 cm, Shape: oval, Skin Color: dark red, Appearance: smooth, Texture: crunchy, Weight:100 g","Size: 3-5 cm, Shape: oval, Skin Color: dark red, Appearance: smooth, Texture: crunchy, Weight:100 g,Scientific name: Beta vulgaris, Origin: India, Taste: Sweet, Seed: Dormant, Ripening Season: Late spring to early summer, Nutritional Value: Low in calories, Shelf life: 3-5 days."
694,vegetables,70960,Fresh Bell Pepper,Yellow,The yellow bell pepper is a sweet pepper that is part of the Capsicum annuum species. These peppers are usually picked when they are mature and yellow in color. Yellow bell peppers are a good source of vitamins A and C.,"Size: 12-14 cm, Shape: Bell, Skin Color: Yellow, Appearance: Crisp, Texture: Juicy, Weight: 120 g","Size: 12-14 cm, Shape: Bell, Skin Color: Yellow, Appearance: Crisp, Texture: Juicy, Weight: 120 g,Scientific name: Capsicum annum, Origin: Mexico Taste: Sweet, Seed: Open pollinated, Ripening Season: Summer, Nutritional Value: Vitamin C, carotenoids, flavonoids, Shelf life: 7-10 days"
696,vegetables,70960,Fresh Bell Pepper,Calahorra,"The Calahorra is a large, mild variety of bell pepper that originated in the Calahorra municipality in La Rioja, Spain. It is the most popular type of bell pepper in Spain and is grown extensively in the Rioja region. The Calahorra is a large, mild variety of bell pepper that originated in the Calahorra municipality in La Rioja, Spain. It is the most popular type of bell pepper in Spain and is grown extensively in the Rioja region.","Size: 15-20cm, Shape: Cone-shaped, Skin Color: Bright red, Appearance: Shiny, Texture: Smooth, Weight: 100-120g","Size: 15-20cm, Shape: Cone-shaped, Skin Color: Bright red, Appearance: Shiny, Texture: Smooth, Weight: 100-120g,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days Beta vulgaris, Origin: Europe and western Asia, Taste: Sweet and earthy, Seed: One to three seeds per cluster, Ripening Season: Late summer to early fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: One to two weeks. Capsicum annuum, Spain, Sweet, 2-3 weeks, High in vitamins A and C, 2-5 days."
699,vegetables,70511,Fresh Cabbage,Napa,"This cabbage is oblong in shape and has crisp, tender leaves that are a pale yellow-green in color. It has a mild, slightly sweet flavor and is often used in salads and slaws. Napa cabbage is a versatile vegetable that is also good for stir-frying, braising, and pickling.","Size: 1-2 pounds, Shape: Cylindrical, Skin Color: Green, Appearance: Fresh, Texture: Crisp, Weight: 500 grams","Size: 1-2 pounds, Shape: Cylindrical, Skin Color: Green, Appearance: Fresh, Texture: Crisp, Weight: 500 grams,Scientific name: Brassica rapa, Origin: China , Taste: Mild, sweet, slightly pungent, Seed: Open-pollinated, Ripening Season: Late summer-autumn, Nutritional Value: Rich in vitamins C and K, Shelf life: 1-2 weeks"
700,vegetables,70511,Fresh Cabbage,Green,"LOAD MOREA typical head of cabbage weighs between 1 and 4 kg (2 and 8 lb). It has dense-leaved, crinkly, or wavy leaves and a rounded shape. The outer leaves are often loosely wrapped around the head. The leaves are coloured green, purple, or white.","Size: 12cm, Shape: Round, Skin Color: Green, Appearance: Smooth, Texture: Crisp, Weight: 500g","Size: 12cm, Shape: Round, Skin Color: Green, Appearance: Smooth, Texture: Crisp, Weight: 500g,Scientific name: Brassica oleraceaOrigin: Europe, Asia, and North AfricaTaste: Taste can vary from being mildly sweet to slightly bitterSeed: Oblong, black seedsRipening Season: SummerNutritional Value: Contains vitamins A, C, and K, and is a good source of fiberShelf life: 1-2 weeks"
703,vegetables,70511,Fresh Cabbage,Eolgali,"-This Korean cabbage is oblong in shape and has crisp, sweet leaves.-It is often used in kimchi and other Korean dishes.-Eolgali is a type of Chinese cabbage that is popular in Korea. It is oblong in shape and has crisp, sweet leaves. The cabbage is often used in kimchi and other Korean dishes.","Shape: round or oval, Skin Color: green, white, or red, Appearance: smooth, crisp, Texture: crunchy, Weight: 1000 g","Shape: round or oval, Skin Color: green, white, or red, Appearance: smooth, crisp, Texture: crunchy, Weight: 1000 g,Scientific name: Brassica oleracea, Origin: France, Taste: Crisp, Seed: One, Ripening Season: Summer, Nutritional Value: Vitamin C, Shelf life: 3-5 days."
704,vegetables,70940,Fresh Celery,Water,"This vegetable is known for its long, green, and slightly curved stalks. It has a crunchy texture and a slightly bitter taste. Celery is often used as a garnish or as a crunchy addition to salads.","Size: 7-8 inches, Shape: Long and thin, Skin Color: Green, Appearance: Crisp, Texture: Crunchy, Weight: 30 grams","Size: 7-8 inches, Shape: Long and thin, Skin Color: Green, Appearance: Crisp, Texture: Crunchy, Weight: 30 grams,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days"
705,vegetables,70940,Fresh Celery,Pascal,"Celery is a member of the Apiaceae family, and is closely related to carrots, fennel, parsley, and parsnips. Celery is a cool-weather crop, and is typically grown in temperate regions. Celery is a long, thin, green vegetable with a crisp texture. Celery is a popular vegetable for salads and stir-fries, and is often used as a flavoring in soups and stews.","Size: 15-18 cm, Shape: Tapered, Skin Color: Pale Green, Appearance: Crisp, Texture: Crunchy, Weight: 100 grams","Size: 15-18 cm, Shape: Tapered, Skin Color: Pale Green, Appearance: Crisp, Texture: Crunchy, Weight: 100 grams,Scientific name: Panax ginseng, Origin: China, Taste: Bitter, Seed: Ginseng, Ripening Season: Fall, Nutritional Value: High in antioxidants, Shelf life: 2-3 years Apium graveolens var. dulce, Europe, Mild, 2-3 weeks, Low in calories, source of vitamins and minerals, up to 2 weeks"
706,vegetables,70190,Fresh Common Potato,Yungay,The Fresh Common Potato variety Yungay is a type of potato that is grown in the Yungay region of Peru. This potato is known for its high starch content and its ability to be used in a variety of dishes. The potato is also a good source of dietary fiber and vitamins C and B6.,"Size: 3-4 cm, Shape: oval, Skin Color: brown, Appearance: smooth, Texture: waxy, Weight: 50-60 grams","Size: 3-4 cm, Shape: oval, Skin Color: brown, Appearance: smooth, Texture: waxy, Weight: 50-60 grams,Scientific name: Panax ginseng, Origin: China, Taste: Bitter, Seed: Ginseng, Ripening Season: Fall, Nutritional Value: High in antioxidants, Shelf life: 2-3 years Solanum tuberosum, South America, starchy, spring, high in potassium, long"
707,vegetables,70190,Fresh Common Potato,Jyoti,"The Jyoti potato is a common variety of potato that is grown in many regions. This potato is known for its high quality and is often used in recipes. The Jyoti potato is a starchy, tuberous crop that is grown in the Andes.","Size: 2 inches, Shape: Round, Skin Color: Red, Appearance: Smooth, Texture: Firm, Weight: 50 grams.","Size: 2 inches, Shape: Round, Skin Color: Red, Appearance: Smooth, Texture: Firm, Weight: 50 grams.,Scientific name: Panax ginseng, Origin: China, Taste: Bitter, Seed: Ginseng, Ripening Season: Fall, Nutritional Value: High in antioxidants, Shelf life: 2-3 yearsSolanum tuberosum, America, Starchy, 70-110 days, Vitamin C, 4-5 months"
708,vegetables,70190,Fresh Common Potato,Sumi,"The potato is a starchy, tuberous crop from the perennial nightshade Solanum tuberosum. Potatoes were introduced to Europe in the second half of the 16th century by the Spanish. They have since become an integral part of much of the world's cuisine and are the world's fourth-largest food crop, following maize, wheat and rice.","Size: Medium, Shape: Ovoid, Skin Color: Yellow, Appearance: Smooth, Texture: Waxy, Weight: 100-120g","Size: Medium, Shape: Ovoid, Skin Color: Yellow, Appearance: Smooth, Texture: Waxy, Weight: 100-120g,Solanum tuberosum, Origin: America, Taste: Starchy, Seed: tuber, Ripening Season: Late spring to early summer, Nutritional Value: Vitamin B6 and potassium, Shelf life: 5 to 7 daysScientific name: Scientific name:"
709,vegetables,70190,Fresh Common Potato,Dejima,The Fresh Common Potato variety Dejima is a potato that is grown in the Dejima region. This potato is known for its high quality and is grown in the summer months. This potato is also known for its likeness among consumers.,"Size: 220 grams, Shape: ovular, Skin Color: light brown, Appearance: smooth, Texture: firm, Weight: 220 grams","Size: 220 grams, Shape: ovular, Skin Color: light brown, Appearance: smooth, Texture: firm, Weight: 220 grams,Scientific name: Panax ginseng, Origin: China, Taste: Bitter, Seed: Ginseng, Ripening Season: Fall, Nutritional Value: High in antioxidants, Shelf life: 2-3 yearsV Solanum tuberosum, Japan, Starchy, Potato, Spring-Summer, High in carbohydrates, 6-12 months."
711,vegetables,70190,Fresh Common Potato,Agria,"The Fresh Common Potato variety Agria is a white-skinned, oblong potato with light brown spots. It is grown in the Andes Mountains of Peru and Chile and is the most popular potato in Peru. It is also grown in Ecuador, Bolivia, and Argentina. The potato is harvested in the spring and summer and is available year-round in the United States. It has a creamy texture and a nutty flavor.","Size: Medium, Shape: Round, Skin Color: Tan, Appearance: Smooth, Texture: Waxy, Weight: 125 grams","Size: Medium, Shape: Round, Skin Color: Tan, Appearance: Smooth, Texture: Waxy, Weight: 125 grams,Scientific name: Solanum tuberosumOrigin: Europe, South AmericaTaste: Starchy, earthySeed: tuberRipening Season: Summer, FallNutritional Value: Rich in Vitamin C, potassium, and fiberShelf life: 5-7 days"
712,vegetables,70190,Fresh Common Potato,Asterix,"Asterix must be in horizontal line;The potato is a starchy, tuberous crop from the perennial nightshade Solanum tuberosum. The word ""potato"" may refer either to the plant itself or to the edible tuber. In the Andes, where the species is indigenous, there are some other closely related cultivated potato species. Potatoes were introduced to Europe in the second half of the 16th century by the Spanish.","Size: Medium, Shape: Round, Skin Color: Yellow, Appearance: Waxy, Texture: Smooth, Weight: 110 grams","Size: Medium, Shape: Round, Skin Color: Yellow, Appearance: Waxy, Texture: Smooth, Weight: 110 grams,Solanum tuberosum, Origin: America, Taste: Starchy, Seed: Potato, Ripening Season: Summer, Nutritional Value: Calories-77, Carbohydrates-17.5 g, Dietary fiber-2.2 g, Shelf life: 1-2 months."
716,vegetables,70190,Fresh Common Potato,Huamantanga,The Fresh Common Potato variety Huamantanga is a type of potato that is native to the Huamantanga region of Peru. This potato is grown in the Andes Mountains and is harvested in the spring. The Huamantanga potato is a white potato with a smooth texture and a slightly sweet flavor.,"Size: 25 cm long, 10 cm wide, Shape: Elongated, Skin Color: Brown, Appearance: Smooth, Texture: Firm, Weight: 500 grams","Size: 25 cm long, 10 cm wide, Shape: Elongated, Skin Color: Brown, Appearance: Smooth, Texture: Firm, Weight: 500 grams,Scientific name: Solanum tuberosum, Origin: Peru , Taste: Buttery, Seed: Medium, Ripening Season: Late spring to early summer, Nutritional Value: Good source of potassium, Shelf life: 2-5 weeks"
718,vegetables,70190,Fresh Common Potato,Canchan,"The Canchan potato is a fresh, common potato variety that is grown in the Andes region of South America. This potato is seasonal and is available fresh year-round. Canchan potatoes have a white flesh with a thin, brown skin. They are starchy and have a slightly nutty flavor. These potatoes are versatile and can be used in a variety of dishes.","Size: 2.5 cm, Shape: ovular, Skin Color: brown, Appearance: smooth, Texture: waxy, Weight: 50 g","Size: 2.5 cm, Shape: ovular, Skin Color: brown, Appearance: smooth, Texture: waxy, Weight: 50 g,Solanum tuberosum, Origin: Peru, Taste: Starchy, Seed: tuber, Ripening Season: Spring-Summer, Nutritional Value: Vitamins C and B6, Shelf life: 1-2 weeks"
723,vegetables,70993,Fresh Common Pumpkin,Zapallo Loche,"The Zapallo Loche pumpkin is a large, oval-shaped squash with smooth, green skin and orange flesh. It is native to South America and is popular in Chilean and Peruvian cuisine. The Zapallo Loche pumpkin is typically harvested in the late summer or early fall.","Size: 5-7 inches, Shape: round, Skin Color: green, Appearance: dull, Texture: smooth, Weight: 500 grams","Size: 5-7 inches, Shape: round, Skin Color: green, Appearance: dull, Texture: smooth, Weight: 500 grams,Scientific name: Cucurbita maxima, Origin: Peru, Taste: Sweet, Seed: Large, Ripening Season: Summer, Nutritional Value: Good source of Vitamin A, Shelf life: 2-3 days.Major producing states of India: Maharashtra, Gujarat, Karnataka, Andhra Pradesh, Tamil Nadu, Uttar Pradesh, Bihar, and West Bengal."
724,vegetables,70993,Fresh Common Pumpkin,Sweet Pumpkin,"The Fresh Common Pumpkin, also known as the Sweet Pumpkin, is a variety of pumpkin that is grown in many regions. This pumpkin is very popular among consumers because it is very sweet. The Fresh Common Pumpkin is typically in season from late summer to early fall.","Size: 20-30 cm, Shape: Round, Skin Color: Orange, Appearance: Smooth, Texture: Pulp is thick, dark orange and moist, Weight: 1 kg","Size: 20-30 cm, Shape: Round, Skin Color: Orange, Appearance: Smooth, Texture: Pulp is thick, dark orange and moist, Weight: 1 kg,Scientific name: Common Pumpkin, Origin: America, Taste: Sweet, Seed: One, Ripening Season: October, Nutritional Value: Low in calories, Shelf life: 1-2 days"
730,vegetables,70993,Fresh Common Pumpkin,Butternut,"This squash is creamy and sweet, making it a popular choice for pies and other desserts. It's also packed with nutrients like vitamin A and potassium. Butternut squash is in season from late September through early November.","Size: 2-3 pounds, Shape: Oblong, Skin Color: Orange, Appearance: Smooth, Texture: Fine-grained, Weight: 1,000-1,500 grams","Size: 2-3 pounds, Shape: Oblong, Skin Color: Orange, Appearance: Smooth, Texture: Fine-grained, Weight: 1,000-1,500 grams,Scientific name: Cucurbita maxima, Origin: America, Taste: Sweet, Seed: Large, Ripening Season: Summer, Nutritional Value: Rich in vitamins and minerals, Shelf life: 1-2 days"
733,vegetables,70993,Fresh Common Pumpkin,Nagydobosi,The Fresh Common Pumpkin variety Nagydobosi is a horizontal line type of pumpkin that is produced in regions of Hungary. This pumpkin is in season from August to October and is likened to a squash among consumers. Some exciting features of this vegetable include its orange color and ribbed shape.,"Size: 1-2 kg, Shape: round, oval, Skin Color: orange, yellow, Appearance: dull, smooth, Texture: dense, Weight: 500-1000 g","Size: 1-2 kg, Shape: round, oval, Skin Color: orange, yellow, Appearance: dull, smooth, Texture: dense, Weight: 500-1000 g,Scientific name: Cucurbita maxima, Origin: Hungary, Taste: Sweet, Seed: White, Ripening Season: August-September, Nutritional Value: Vitamin A, Shelf life: 1-2 months"
737,vegetables,70993,Fresh Common Pumpkin,Butternut - Anquito,"The Common Pumpkin, also known as the Butternut, is a variety of squash that is popular among consumers for its nutty taste and wide range of purposes. This vegetable is produced in many regions throughout the world and is available year-round. The Common Pumpkin is an excellent source of Vitamin A and beta-carotene, and can be used in a variety of dishes, from soups and pies to breads and pastas.","Size: 20-30 cm, Shape: oval, Skin Color: yellow-orange, Appearance: smooth, Texture: firm, Weight: 500-1,000 g","Size: 20-30 cm, Shape: oval, Skin Color: yellow-orange, Appearance: smooth, Texture: firm, Weight: 500-1,000 g,Scientific name: Panax ginseng, Origin: China, Taste: Bitter, Seed: Ginseng, Ripening Season: Fall, Nutritional Value: High in antioxidants, Shelf life: 2-3 yearsCucurbita moschata, Origin: Central America, Taste: Sweet, Seed: Large, Ripening Season: Fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: 2-3 months."
738,vegetables,70320,Fresh Garlic,Napuri,"Fresh Garlic is a variety of garlic that is commonly grown in the Napuri region. This type of garlic is typically harvested in the summer months and is known for its strong flavor. Fresh Garlic is also similar in appearance to other types of garlic, such as Elephant Garlic, but is smaller in size.","Size: 1-2 cm, Shape: Bulbous, Skin Color: White, Appearance: Cloves, Texture: Crisp, Weight: 20-25 g","Size: 1-2 cm, Shape: Bulbous, Skin Color: White, Appearance: Cloves, Texture: Crisp, Weight: 20-25 g,Scientific Name: Allium sativumOrigin: IndiaTaste: SpicySeed: TrueRipening Season: AutumnNutritional Value: Vitamin C, Fiber, ManganeseShelf Life: 6-8 months"
740,vegetables,70320,Fresh Garlic,Spring - Violet,This is a Spring vegetable that is in the Allium family. It is known for its bulb that is covered in a white or purple skin. The bulb is segmented and each segment is called a clove.,"Size: 2-3 cm, Shape: Oval, Skin Color: Light brown, Appearance: Smooth, Texture: Bulbous, Weight: 20-25 g","Size: 2-3 cm, Shape: Oval, Skin Color: Light brown, Appearance: Smooth, Texture: Bulbous, Weight: 20-25 g,Scientific name: Allium sativum, Origin: Central Asia, Taste: Pungent, Seed: Bulb, Ripening Season: July to September, Nutritional Value: Contains vitamins A, B, and C, Shelf life: 3 to 5 weeks"
741,vegetables,70320,Fresh Garlic,Purple,"The vegetable Fresh Garlic variety Purple must be in horizontal line; ""the description can include hilights of this vegetable, region of production, seasonality, vegetable likeness among consumers, other exciting features of the vegetable""","Size: Small, Shape: Round, Skin Color: Purple, Appearance: Smooth, Texture: firm, Weight: 20-25 grams.","Size: Small, Shape: Round, Skin Color: Purple, Appearance: Smooth, Texture: firm, Weight: 20-25 grams.,Scientific name: Allium sativum, Origin: China, Taste: Sharp, Seed: Bulb, Ripening Season: Spring-Summer, Nutritional Value: Good source of vitamins A, C, and B6, Shelf life: 3-5 weeks"
743,vegetables,71080,Fresh Okra,Sultani,"Okra is a flowering plant in the mallow family. Okra is valued for its edible green seed pods. The geographical origin of okra is disputed, with supporters of West African, Ethiopian, and South Asian origins. The plant is cultivated in tropical, subtropical and warm temperate regions around the world.","Size: 6-8 inches, Shape: Slim and tapering, Skin Color: Green, Appearance: Smooth, Texture: Slippery, Weight: 50-60 grams","Size: 6-8 inches, Shape: Slim and tapering, Skin Color: Green, Appearance: Smooth, Texture: Slippery, Weight: 50-60 grams,Abelmoschus esculentus, India, slightly mucilaginous, 1-2 days, high in vitamins A and C, 3-5 days."
747,vegetables,71080,Fresh Okra,Hamari,"A relative of the Hibiscus flower, Okra is a green, edible pod vegetable that is popular in cuisines around the world. Hamari is a variety of Okra that is grown in India and is prized for its tender texture and distinctive flavor. Hamari Okra is available fresh in the summer months.","Size: 8-10 cm, Shape: Tapered, Skin Color: Green, Appearance: Smooth, Texture: Crisp, Weight: 50 g","Size: 8-10 cm, Shape: Tapered, Skin Color: Green, Appearance: Smooth, Texture: Crisp, Weight: 50 g,Scientific name: Abelmoschus esculentus, Origin: India, Taste: Spicy, Seed: Edible, Ripening Season: June-August, Nutritional Value: Vitamin A, Vitamin C, Shelf life: 5 days"
749,vegetables,70310,Fresh Onion,Yellow Onion,The Fresh Onion variety Yellow Onion is a type of onion that is yellow in color. It is a popular vegetable in many parts of the world and is used in many dishes. Yellow Onions are typically available all year round.,"Size: 3-5 cm, Shape: spherical, Skin Color: yellow, Appearance: smooth, Texture: crunchy, Weight: 50-70 g","Size: 3-5 cm, Shape: spherical, Skin Color: yellow, Appearance: smooth, Texture: crunchy, Weight: 50-70 g,Scientific name: Allium cepa, Origin: Central Asia, Taste: Sharp, Pungent, Seed: Onion, Ripening Season: Late summer, Nutritional Value: Vitamin C, Shelf life: 2-3 weeks"
754,vegetables,71030,Fresh Spinach,Matador,"This spinach variety is known for its uniform, glossy, deep-green leaves. Matador spinach is quick to mature and is tolerant to both cold and heat. This variety is popular among consumers for its sweetness and tenderness.","Size: 3-5 cm, Shape: Round, Skin Color: Bright Green, Appearance: Smooth, Texture: Tender, Weight: 30 g","Size: 3-5 cm, Shape: Round, Skin Color: Bright Green, Appearance: Smooth, Texture: Tender, Weight: 30 g,Scientific name: Spinacia oleracea, Origin: Europe , Taste: slightly bitter, Seed: Annual, Ripening Season: Spring, Nutritional Value: high in vitamins A, B, and C, calcium, and iron -Shelf life: 7-10 days"
762,vegetables,70200,Fresh Tomato,Other - Cocktail,"Cocktail tomatoes are a small, bite-sized variety of tomato that is perfect for snacking or adding to salads. These tomatoes are typically grown in warm climates and are available year-round. Cocktail tomatoes are sweet and juicy with a thin skin that makes them easy to pop in your mouth.","Size: 50-70 mm, Shape: round to oval, Skin Color: red, orange, or yellow, Appearance: smooth, glossy, Texture: firm, Weight: 50-70 g","Size: 50-70 mm, Shape: round to oval, Skin Color: red, orange, or yellow, Appearance: smooth, glossy, Texture: firm, Weight: 50-70 g,Solanum lycopersicum, Origin: Mexico, Taste: Sweet, Seed: Few, Ripening Season: Late summer, Nutritional Value: Rich in vitamins, Shelf life: 3-5 days."
770,vegetables,121190,Galangal,Mature,"Galangal is a rhizome that is closely related to ginger. It is native to Indonesia and is used extensively in Thai, Lao, and Vietnamese cuisine. Galangal has a peppery, citrusy flavor and is used to add depth of flavor to soups and curries.","Size: 4-5 cm, Shape: Elongated, Skin Color: Reddish-brown, Appearance: Smooth, Texture: Woody, Weight: 20-30 g","Size: 4-5 cm, Shape: Elongated, Skin Color: Reddish-brown, Appearance: Smooth, Texture: Woody, Weight: 20-30 g,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days Beta vulgaris, Origin: Europe and western Asia, Taste: Sweet and earthy, Seed: One to three seeds per cluster, Ripening Season: Late summer to early fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: One to two weeks. Alpinia galanga, Thailand, Spicy, up to 12 months, Vitamin C, Antioxidants, 3-5 days."
778,vegetables,71080,Microgreen,Romaine Lettuce,"Microgreen Romaine Lettuce is a type of lettuce that is harvested when the leaves are still young. It is popular in salads and as a garnish. This lettuce is grown in the United States, Canada, and Mexico.","Size: 1-3 inches long, Shape: Elongated, Skin Color: Green, Appearance: Crisp, Texture: Tender, Weight: 10-15 grams","Size: 1-3 inches long, Shape: Elongated, Skin Color: Green, Appearance: Crisp, Texture: Tender, Weight: 10-15 grams,Scientific name: lettuce, Origin: Mediterranean, Taste: crisp, slightly bitter, Seed: sowed in spring, Ripening Season: harvested in summer, Nutritional Value: high in vitamins A and C, Shelf life: up to 1 week."
779,vegetables,71080,Microgreen,Spinach,"Microgreen spinach is a versatile and healthy leafy green. It can be used in salads, sandwiches, and as a garnish. This variety of spinach is packed with nutrients and has a mild, sweet flavor.","Size: 2-3 inches, Shape: Oval, Skin Color: Green, Appearance: Smooth, Texture: Crisp, Weight: 10-15 grams","Size: 2-3 inches, Shape: Oval, Skin Color: Green, Appearance: Smooth, Texture: Crisp, Weight: 10-15 grams,,Scientific name- Spinacia oleracea , ,Origin- Asia, ,Taste- Mild and tangy, ,Seed- Leggy, ,Ripening Season- All year, ,Nutritional Value- Rich in vitamins and minerals, ,Shelf life- 2-3 days"
780,vegetables,71080,Microgreen,Arugula,"Microgreen arugula has a slightly spicy flavor and is commonly used in salads. This variety of arugula is grown in the Mediterranean region and is in season during the spring and summer months. Microgreen arugula is similar in taste and appearance to regular arugula, but has a more intense flavor.","Size: 1-2 inches, Shape: Spade-like, Skin Color: Green, Appearance: Vibrant, Texture: Tender, Weight: 2 grams","Size: 1-2 inches, Shape: Spade-like, Skin Color: Green, Appearance: Vibrant, Texture: Tender, Weight: 2 grams,Scientific name: Eruca sativaOrigin: ItalyTaste: Spicy, pepperySeed: ArugulaRipening Season: Spring to summerNutritional Value: Good source of vitamins A, C, and KShelf life: 5-7 days"
